assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL5731263,69,23,IC50|k_off|kon,2018.0,9,,"hERG Inhibition Assay: The human ether-a-go-go related gene (hERG) encodes the inward rectifying voltage gated potassium channel in the heart (IKr) which is involved in cardiac repolarisation. IKr current inhibition has been shown to elongate the cardiac action potential, a phenomenon associated with increased risk of arrhythmia. IKr current inhibition accounts for the vast majority of known cases of drug-induced QT-prolongation. A number of drugs have been withdrawn from late stage clinical trials due to these cardiotoxic effects, therefore it is important to identify inhibitors early in drug discovery.The hERG inhibition study aims at quantifying the in vitro effects of compounds of the invention on the potassium-selective IKr current generated in normoxic conditions in stably transfected HEK 293 cells with the human ether-a-go-go-related gene (hERG).Whole-cell currents (acquisition by manual patch-clamp) elicited during a voltage pulse were recorded in baseline conditions and following application of tested compounds (5 minutes of exposure). The concentrations of tested compounds (0.3 μM; 3 μM; 10 μM; 30 μM) reflect a range believed to exceed the concentrations at expected efficacy doses in preclinical models.The pulses protocol applied is described as follow: the holding potential (every 3 seconds) was stepped from −80 mV to a maximum value of +40 mV, starting with −40 mV, in eight increments of +10 mV, for a period of 1 second. The membrane potential was then returned to −55 mV, after each of these incremented steps, for 1 second and finally repolarized to −80 mV for 1 second.The current density recorded were normalized against the baseline conditions and corrected for solvent effect and time-dependent current run-down using experimental design in test compound free conditions.Inhibition curves were obtained for compounds and the concentrations which decreased 50% of the current density determined in the baseline conditions (IC50) were determined. All compounds for which the IC50 value is above 10 μM are not considered to be potent inhibitors of the hERG channel whereas compounds with IC50 values below 1 μM are considered potent hERG channel inhibitors."
CHEMBL5736066,69,23,IC50|k_off|kon,2020.0,9,,"hERG Inhibition Assay: The human ether-a-go-go related gene (hERG) encodes the inward rectifying voltage gated potassium channel in the heart (Igr) which is involved in cardiac repolarisation. IK r current inhibition has been shown to elongate the cardiac action potential, a phenomenon associated with increased risk of arrhythmia. IK r current inhibition accounts for the vast majority of known cases of drug-induced QT-prolongation. A number of drugs have been withdrawn from late stage clinical trials due to these cardiotoxic effects, therefore it is important to identify inhibitors early in drug discovery.The hERG inhibition study aims at quantifying the in vitro effects of compounds of the invention on the potassium-selective IK r current generated in normoxic conditions in stably transfected HEK 293 cells with the human ether-a-go-go-related gene (hERG).Whole-cell currents (acquisition by manual patch-clamp) elicited during a voltage pulse were recorded in baseline conditions and following application of tested compounds (5 minutes of exposure). The concentrations of tested compounds (0.3 μM; 3 μM; 10 μM; 30 μM) reflect a range believed to exceed the concentrations at expected efficacy doses in preclinical models.The pulses protocol applied is described as follow: the holding potential (every 3 seconds) was stepped from −80 mV to a maximum value of +40 mV, starting with −40 mV, in eight increments of +10 mV, for a period of 1 second. The membrane potential was then returned to −55 mV, after each of these incremented steps, for 1 second and finally repolarized to −80 mV for 1 second.The current density recorded were normalized against the baseline conditions and corrected for solvent effect and time-dependent current run-down using experimental design in test compound free conditions.Inhibition curves were obtained for compounds and the concentrations which decreased 50% of the current density determined in the baseline conditions (IC50) were determined. All compounds for which the IC50 value is above 10 μM are not considered to be potent inhibitors of the hERG channel whereas compounds with IC50 values below 1 μM are considered potent hERG channel inhibitors."
CHEMBL766814,67,66,IC50,2003.0,9,,Inhibition of human Potassium channel HERG expressed in mammalian cells
CHEMBL954102,66,66,IC50,2008.0,9,CHO,Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique
CHEMBL4831396,64,64,Inhibition,2021.0,9,,Inhibition of human ERG expressed in HEK293 cells at 10 uM by patch-clamp technique relative to control
CHEMBL5730898,63,19,IC50|k_off|kon,2017.0,9,,"MK-499 Filter Binding Assay: Drug cardiac arrhythmia is an important safety concern for pharmaceutical development and health regulatory authorities. Blockade of heterologously-expressed human ether-a-go-go gene (hERG) channel prolongs the duration of the cardiac action potential leading to a long QT interval that can lead to sudden death (De Ponti, F.; et al Drug Safety 2002, 25, pp. 263-286). It is important to have compounds devoid of hERG channel activity as measured by an in vitro assay. Affinity of compounds for the hERG channel was evaluated in radioligand competition experiments using HEK293 cells that were stably transfected with the hERG channel and radiolabeled ligand, MK-499 a potent antiarrhythmic. This assay correlates well with QT prolongation in vivo (Jamieson, C.; et al., J. Med. Chem. 2006, 49, pp. 5029-5046). 25 μL Target membranes (in assay buffer: 10 mM HEPES/NaOH, pH 7.4, 70 mM NaCl, 60 mM KCl, 2 mM MgCl2, 1 mM CaCl2) purified from a HEK293 cell line expressing the human Ether-á-go-go Related Gene (hERG) ion channel, 1 μL test compound in 10 mM DMSO and 25 μL (6,000 cpm/well; in assay buffer) [35S]MK-0499 radioligand (Merck/Perkin Elmer) were added to the assay plate (Axygen; 384 Deep well ¿Diamond Plate¿, clear). After incubation of the binding reaction at room temperature (RT) for 90 min 50 μL of the assay were transferred to a Multiscreen HTS 384 FC filter plate (Millipore), which had been pre-wetted with 20 μL 0.01% PEI/0.01% Triton X-100 for at least 30 min at RT. Then, 30 μL wash buffer (10 mM HEPES/NaOH, pH 7.4, 130 mM NaCl, 2 mM MgCl2, 1 mM CaCl2) equilibrated to RT were added to each well of the assay plate and subsequently transferred to the filter plate. The assay mixture was aspirated through the filter plate using a Biotek ELx405¿ washer. The filter plate was washed twice with 100 μl cold wash buffer per wash and well and then dried in a drying oven for at least 75 min at 55° C. Afterwards, the bottom of each filter plate was heat sealed with a solid foil seal, then 10 μL of Microscint¿ 0 (Perkin Elmer) were added to each well of the filter plate and finally, the top of each filter plate was sealed with a clear seal. The plates were stored for at least 20 min in a MicroBeta2 reader (Perkin Elmer) before they are counted (60 sec/well)."
CHEMBL5735887,63,21,IC50|k_off|kon,2020.0,9,,"hERG Potassium Channel Toxicity Assay: Experimental method: hERG patch clamp detection methodExperimental procedure: Compound preparation: the stock solution of a compound was diluted with extracellular fluid, 2 μL of the compound stock solution was added to 998 μL extracellular fluid, and then serially diluted 5 times in an extracellular fluid containing 0.2% DMSO to obtain the final concentration to be tested. The highest test concentration of the compound was 40 μM, and there were 6 concentrations, 40, 8, 1.6, 0.32, 0.064, and 0.0128 μM, respectively.The DMSO content in the final test concentration did not exceed 0.2%, and this concentration of DMSO did not affect the hERG potassium channel."
CHEMBL1116382,62,62,Inhibition,2010.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells at 10 uM by whole-cell patch clamp technique
CHEMBL2168489,62,54,IC50,2012.0,9,CHO-K1,Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay
CHEMBL4028623,59,59,IC50,2018.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by manual-patch-clamp electrophysiology assay
CHEMBL5734655,57,19,IC50|k_off|kon,2019.0,9,,"Human ERG (hERG) assay: The whole-cell patch-clamp technique was used to investigate the effects of the test items on hERG (human-ether-a-go-go related gene) potassium channels in stably transfected CHO cells near physiological temperature (36±1° C.). The effects of compounds on hERG K+-current parameters were evaluated at 4 concentrations (0.3-3-30-300 μM) in at least 3 CHO cells stably expressing the hERG channel. For electrophysiological measurements cells were seeded onto 35 mm sterile culture dishes containing 2 ml culture medium without Hygromycin B. Cells were cultivated at a density that enabled single cells (without visible connections to neighbouring cells) to be measured. Cells were incubated at 37° C. in a humidified atmosphere with 5% CO2 (rel. humidity about 95%). The cells were continuously maintained in and passaged in sterile culture flasks containing nutrient mixture F-12 (DMEM/F-12 with L-Glutamine) supplemented with 10% foetal bovine serum and 10% penicillin/streptomycin solution. Every day at least three cells were treated with a selective IKr blocker (E-4031, reference substance) to assure accuracy of the method. The 35 mm culture dishes upon which cells were seeded at a density allowing single cells to be recorded were placed on the dish holder of the microscope and continuously perfused (at approximately 1 ml/min) with the bath solution (sodium chloride 150 mM, potassium chloride 4 mM, calcium chloride 1.2 mM, magnesium chloride 1 mM, HEPES 10 mM, pH (NaOH) 7.4) at near physiological temperature (36±1° C.). After formation of a Gigaohm seal between the patch electrodes and individual hERG stably transfected CHO cells (pipette resistance range: 2.0 MΩ-7.0 Mω; seal resistance range: >1 Gω) the cell membrane across the pipette tip was ruptured to assure electrical access to the cell interior (whole-cell patch-configuration). In case the quality of the seal was poor, the process of seal formation was repeated with a different cell and a new pipette. As soon as a stable seal was established, hERG outward tail currents were measured upon depolarization of the cell membrane to −40 mV for 50 ms followed by 500 ms at +20 mV (activation of channels) from a holding potential of −80 mV and upon subsequent repolarization to −40 mV for 500 ms. This voltage protocol was run at least 10 times at intervals of 10 s. If current density was judged to be too low for measurement, another cell was recorded. Once control recordings have been accomplished, cells were continuously perfused with a bath solution containing the test items. During wash-in of the test item the voltage protocol indicated above was run continuously again at 10 s intervals until the steady-state level of block was reached. The four test item concentrations of the compound were applied sequentially to 3 cells in a cumulative manner. As hERG tail currents were inhibited by the test item, the concentration-response curve was generated and ICso value calculated. Based on the IC50 value the IC20 was estimated."
CHEMBL4407343,57,57,Inhibition,2019.0,9,HEK293,Inhibition of ERG in human HEK293 cells at 3 uM at -80 mV holding potential by whole-cell patch clamp assay relative to control
CHEMBL5738029,57,18,IC50|k_off|kon,2022.0,9,,"Human ERG (hERG) assay: The whole-cell patch-clamp technique was used to investigate the effects of the test items on hERG (human-ether-a-go-go related gene) potassium channels in stably transfected CHO cells near physiological temperature (36±1° C.). The effects of compounds on hERG K+-current parameters were evaluated at 4 concentrations (0.3-3-30-300 μM) in at least 3 CHO cells stably expressing the hERG channel. For electrophysiological measurements cells were seeded onto 35 mm sterile culture dishes containing 2 ml culture medium without Hygromycin B. Cells were cultivated at a density that enabled single cells (without visible connections to neighbouring cells) to be measured. Cells were incubated at 37° C. in a humidified atmosphere with 5% CO2 (rel. humidity about 95%). The cells were continuously maintained in and passaged in sterile culture flasks containing nutrient mixture F-12 (DMEM/F-12 with L-Glutamine) supplemented with 10% foetal bovine serum and 10% penicillin/streptomycin solution. Every day at least three cells were treated with a selective IKr blocker (E-4031, reference substance) to assure accuracy of the method. The 35 mm culture dishes upon which cells were seeded at a density allowing single cells to be recorded were placed on the dish holder of the microscope and continuously perfused (at approximately 1 ml/min) with the bath solution (sodium chloride 150 mM, potassium chloride 4 mM, calcium chloride 1.2 mM, magnesium chloride 1 mM, HEPES 10 mM, pH (NaOH) 7.4) at near physiological temperature (36±1° C.). After formation of a Gigaohm seal between the patch electrodes and individual hERG stably transfected CHO cells (pipette resistance range: 2.0 MΩ-7.0 MΩ; seal resistance range: >1 GΩ) the cell membrane across the pipette tip was ruptured to assure electrical access to the cell interior (whole-cell patch-configuration). In case the quality of the seal was poor, the process of seal formation was repeated with a different cell and a new pipette. As soon as a stable seal was established, hERG outward tail currents were measured upon depolarization of the cell membrane to −40 mV for 50 ms followed by 500 ms at +20 mV (activation of channels) from a holding potential of −80 mV and upon subsequent repolarization to −40 mV for 500 ms. This voltage protocol was run at least 10 times at intervals of 10 s. If current density was judged to be too low for measurement, another cell was recorded. Once control recordings have been accomplished, cells were continuously perfused with a bath solution containing the test items. During wash-in of the test item the voltage protocol indicated above was run continuously again at 10 s intervals until the steady-state level of block was reached. The four test item concentrations of the compound were applied sequentially to 3 cells in a cumulative manner. As hERG tail currents were inhibited by the test item, the concentration-response curve was generated and IC50 value calculated."
